pincode,latitude,longitude,address
124411,28.8357532,76.4678766,"Haryana 124411, India"
361120,22.5210806,70.1693949,"Gujarat 361120, India"
787110,1.397568,103.818627,Singapore 787110
224161,26.6600892,82.32348429999999,"Uttar Pradesh 224161, India"
361130,22.4479259,70.31226149999999,"Gujarat 361130, India"
361140,22.3968995,69.82400249999999,"Gujarat 361140, India"
361141,22.4381594,69.8567625,"Gujarat 361141, India"
361142,22.3547234,69.8061328,"Gujarat 361142, India"
361150,22.533579,70.04435939999999,"Gujarat 361150, India"
721601,22.1391988,87.7271123,"West Bengal 721601, India"
721602,22.0851145,88.069115,"Haldia, West Bengal 721602, India"
721603,22.1909202,88.0411993,"West Bengal 721603, India"
721604,22.0666394,88.11449429999999,"Haldia, West Bengal 721604, India"
721606,21.9770811,88.099845,"West Bengal 721606, India"
721607,22.0334399,88.077862,"Haldia, West Bengal 721607, India"
361160,22.1024886,70.2884528,"Gujarat 361160, India"
361162,22.2374447,70.4550922,"Gujarat 361162, India"
623308,9.886242,78.9401383,"Tamil Nadu 623308, India"
387345,22.6300792,72.8810859,"Gujarat 387345, India"
497101,23.1007537,83.3789389,"Chhattisgarh 497101, India"
361170,22.1714278,69.93121169999999,"Gujarat 361170, India"
